"","...1","Show","Season","Episode","Character","Line","Gender","Gender_label","Rownumber","Year","N_words","Year_groups"
"2976",35871,"The Big Bang Theory","07","19 – The Indecision Amalgamation","Emily","Are you getting back together with her?",1,"female",30930,2014,7,"2014-2017"
"2977",53505,"Parks and recreation","7","07","April Ludgate","That's your new name, Garry.",1,"female",53505,2015,4,"2014-2017"
"2978",36801,"The Big Bang Theory","07","23 – The Gorilla Dissolution","Leonard","Oh. Then I guess I’m in.",0,"male",31747,2014,6,"2014-2017"
"2979",37382,"The Big Bang Theory","08","02 – The Junior Professor Solution","Sheldon","What a stupid question.",0,"male",32247,2014,4,"2014-2017"
"2980",36119,"The Big Bang Theory","07","20 – The Relationship Diremption","Howard","Oh, well, turns out I’d already met the girl Raj is seeing when I did a number on her bathroom. And that number was two.",0,"male",31153,2014,25,"2014-2017"
"2981",504832,"Parks and recreation","6","20","Ben Wyatt","I love you, Kay Hanley!",0,"male",50483,2014,4,"2014-2017"
"2982",41061,"The Big Bang Theory","08","17 – The Colonization Application","Raj","No. Just the drawer.",0,"male",35488,2015,4,"2014-2017"
"2983",36473,"The Big Bang Theory","07","22 – The Proton Transmogrification","Arthur","Oh, wait. What, what, what is, what is this?",0,"male",31456,2014,9,"2014-2017"
"2984",38259,"The Big Bang Theory","08","06 – The Expedition Approximation","Penny","Yeah. It’s all very professional.",1,"female",33053,2014,5,"2014-2017"
"2985",35957,"The Big Bang Theory","07","20 – The Relationship Diremption","Sheldon","Oh, that’s just a doodle of a hyperelliptic Riemann surface.",0,"male",31005,2014,10,"2014-2017"
"2986",540321,"Parks and recreation","7","09","Ron Swanson","But you are out of local government, and that's a step in the right direction.",0,"male",54032,2015,14,"2014-2017"
"2987",36211,"The Big Bang Theory","07","21 – The Anything Can Happen Recurrence","Penny","Why would they lie to us?",1,"female",31224,2014,6,"2014-2017"
"2988",41026,"The Big Bang Theory","08","17 – The Colonization Application","Leonard","So, where do we want to hang it?",0,"male",35455,2015,8,"2014-2017"
"2989",51855,"The Big Bang Theory","10","14 – The Emotion Detection Automation","Penny","Well, you sound like one now. I don’t see the big deal if my brother comes and stays for a while.",1,"female",44636,2017,21,"2014-2017"
"2990",35622,"The Big Bang Theory","07","18 – The Mommy Observation","Cooper","Hello. Are you ready to discuss this calmly, like adults?",0,"male",30699,2014,10,"2014-2017"
"2991",55956,"Parks and recreation","7","12","Leslie Knope","Now, go find your team, and get to work.",1,"female",55956,2015,8,"2014-2017"
"2992",485103,"Parks and recreation","6","16","Leslie Knope","That's how you want to find your new best friend, right?",1,"female",48510,2014,10,"2014-2017"
"2993",51144,"The Big Bang Theory","10","11 – The Birthday Synchronicity","Penny","Maybe if we’re quiet, he’ll go away.",1,"female",43977,2016,7,"2014-2017"
"2994",49611,"The Big Bang Theory","10","05 – The Hot Tub Contamination","Leonard","No, that’s actually what we did with him when Howard came back from space.",0,"male",42676,2016,14,"2014-2017"
"2995",39711,"The Big Bang Theory","08","12 – The Space Probe Disintegration","Sheldon","You know what you could make us do? Ice-skating. The cold air will trigger Leonard’s asthma and it plays right into my well-known fear of getting flattened by a Zamboni.",0,"male",34287,2015,30,"2014-2017"
"2996",521771,"Parks and recreation","7","04","Ron Swanson","The partially defused Claymore mine you gave me 10 years ago.",0,"male",52177,2015,10,"2014-2017"
"2997",49527,"The Big Bang Theory","10","04 – The Cohabitation Experimentation","Leonard","I feel like I pulled something. Why didn’t you tell me to stop?",0,"male",42595,2016,13,"2014-2017"
"2998",55349,"Parks and recreation","7","12","April Ludgate","That's why your kids are so cool.",1,"female",55349,2015,6,"2014-2017"
"2999",55065,"Parks and recreation","7","11","Ben Wyatt","It led me to Pawnee, to my job, to Leslie.",0,"male",55065,2015,9,"2014-2017"
"3000",457152,"Parks and recreation","6","10","Ron Swanson","The fella who runs the hot stew stand in Lafayette Park is retiring, so Pawnee's new business liaison-- Tom-- went out and got the Indiana Brothers juice company to rent it out as a lemonade stand.",0,"male",45715,2014,35,"2014-2017"
"3001",484531,"Parks and recreation","6","16","Leslie Knope","The correct answer for favorite TV show is Friday Night Lights.",1,"female",48453,2014,10,"2014-2017"
"3002",38337,"The Big Bang Theory","08","06 – The Expedition Approximation","Penny","Oh, sweetie, just forget about it.",1,"female",33128,2014,6,"2014-2017"
"3003",476062,"Parks and recreation","6","14","Leslie Knope","Okay, that's all the time I have.",1,"female",47606,2014,6,"2014-2017"
"3004",468072,"Parks and recreation","6","12","Ann Perkins","Leslie, this is the most incredible event that has ever been thrown.",1,"female",46807,2014,11,"2014-2017"
"3005",48517,"The Big Bang Theory","09","24 – The Convergence Convergence","Penny","Really? ‘Cause I love it.",1,"female",41807,2016,5,"2014-2017"
"3006",37019,"The Big Bang Theory","07","24 – The Status Quo Combustion","Stuart","No. God, you sound like the police, the firemen, my parents, my therapist and the insurance company.",0,"male",31939,2014,17,"2014-2017"
"3007",36959,"The Big Bang Theory","07","24 – The Status Quo Combustion","Penny","Sorry. I’ll get better.",1,"female",31882,2014,4,"2014-2017"
"3008",45454,"The Big Bang Theory","09","12 – The Sales Call Sublimation","Leonard","Okay, now, what I’m hearing is that you feel that I sometimes take too long to express myself, and you wish I’d be more succinct.",0,"male",39246,2016,25,"2014-2017"
"3009",54241,"The Big Bang Theory","10","24 – The Long Distance Dissonance","Sheldon","And get this, I saw an articulating ladder with dual-leg leveling, which delivers stability and adaptability to uneven terrain.",0,"male",46738,2017,19,"2014-2017"
"3010",48918,"The Big Bang Theory","10","02 – The Military Miniturization","Penny","Okay, all right, honey, you know what? There was something I was too scared to tell you yesterday, and now I’m just balls-out terrified to tell you, but the truth is it wasn’t Barbara Chen, it was me. I’m the reason everyone knows.",1,"female",42085,2016,43,"2014-2017"
"3011",459771,"Parks and recreation","6","10","Tom Haverford","I spent a lot of time on this.",0,"male",45977,2014,7,"2014-2017"
"3012",34732,"The Big Bang Theory","07","15 – The Locomotive Manipulation","Raj","Thank you. Oh, and I’d like for at least one of us to see some action, so if you guys happen to have sex, it’s cool if she stays in the room.",0,"male",29917,2014,32,"2014-2017"
"3013",53173,"The Big Bang Theory","10","20 – The Recollection Dissipation","Penny","Oh, are you sure? We’re celebrating our new ADD drug, and it’ll probably be over in, like, six minutes.",1,"female",45811,2017,19,"2014-2017"
"3014",50214,"The Big Bang Theory","10","07 – The Veracity Elasticity","Howard","It just came up because we, we were talking about secrets and… wait, juH qachHom Dotlh Sov ‘Iv (Who knows the status of Amy’s apartment?)",0,"male",43199,2016,25,"2014-2017"
"3015",45919,"The Big Bang Theory","09","14 – The Meemaw Materialisation","Amy","Look, I, I get that you’re protective of your grandson, but he’s an adult now. Maybe I understand what he needs better than you do.",1,"female",39630,2016,25,"2014-2017"
"3016",55010,"Parks and recreation","7","11","Donna Meagle","Swanson, this handsome spiritual cowboy may actually be right about turning to the east.",1,"female",55010,2015,13,"2014-2017"
"3017",48152,"The Big Bang Theory","09","23 – The Line Substitution Solution","Leonard","So, when the aliens brought you back, they just left the probe in?",0,"male",41570,2016,13,"2014-2017"
"3018",46832,"The Big Bang Theory","09","18 – The Application Deterioration","Bernadette","Well, if you change your mind, we’ll be here.",1,"female",40383,2016,9,"2014-2017"
"3019",44351,"The Big Bang Theory","09","07 – The Spock Resonance","Sheldon","They’d just be so much more comforting if they came out of a television.",0,"male",38315,2015,14,"2014-2017"
"3020",517081,"Parks and recreation","7","03","April Ludgate","Oh, and side note, admission to this museum costs 14 dollars.",1,"female",51708,2015,10,"2014-2017"
"3021",539481,"Parks and recreation","7","08","April Ludgate","I want to be like Alyssa.",1,"female",53948,2015,5,"2014-2017"
"3022",39429,"The Big Bang Theory","08","10 – The Champagne Reflection","Sheldon","Oh, no, I’m not going to drink it. I just wanted to hear the pop. Yeah, I knew it was coming. Still scary.",0,"male",34046,2014,23,"2014-2017"
"3023",49126,"The Big Bang Theory","10","03 -The Dependence Transcendence","Amy","Hi, Bert. This is my friend, Penny.",1,"female",42257,2016,7,"2014-2017"
"3024",41588,"The Big Bang Theory","08","20 – The Fortification Implementation","Howard","Wuh, uh, who’s your father?",0,"male",35962,2015,5,"2014-2017"
"3025",51080,"The Big Bang Theory","10","11 – The Birthday Synchronicity","Amy","Well, first deliveries can be slow.",1,"female",43917,2016,6,"2014-2017"
"3026",36547,"The Big Bang Theory","07","22 – The Proton Transmogrification","Sheldon","I’m okay. How was the funeral?",0,"male",31526,2014,6,"2014-2017"
"3027",459182,"Parks and recreation","6","10","Leslie Knope","Keep that Lafayette Park stand open, pumpin' out the stew like you do.",1,"female",45918,2014,12,"2014-2017"
"3028",43601,"The Big Bang Theory","09","04 – The 2003 Approximation","Amy","You really should’ve gone on the Internet and checked how long that kind of thing lives before you got one.",1,"female",37695,2015,20,"2014-2017"
"3029",40702,"The Big Bang Theory","08","16 – The Intimacy Acceleration","Emily","Are you being polite or scared?",1,"female",35172,2015,6,"2014-2017"
"3030",45607,"The Big Bang Theory","09","13 – The Empathy Optimisation","Amy","No, no, not just that. I mean, Detroit is beautiful when it’s sleeting.",1,"female",39373,2016,13,"2014-2017"
"3031",475052,"Parks and recreation","6","14","Leslie Knope","I know that sounds bad, but for a politician it's pretty much the best-case scenario.",1,"female",47505,2014,14,"2014-2017"
"3032",53903,"The Big Bang Theory","10","22 – The Cognition Regeneration","Howard","Well, since you find my magic tricks so embarrassing, I got to wondering what cool hobbies you had as a kid.",0,"male",46436,2017,21,"2014-2017"
"3033",509902,"Parks and recreation","7","01","Leslie Knope","Who doesn't bake a backup cake?",1,"female",50990,2015,5,"2014-2017"
"3034",42753,"The Big Bang Theory","09","01 – The Matrimonial Momentum","Amy","Hold on. You’re getting married and you didn’t invite me?",1,"female",36956,2015,10,"2014-2017"
"3035",458641,"Parks and recreation","6","10","Leslie Knope","Hey, Tom, I don't mean to bug you or anything, but I notice that my super system binder is closed.",1,"female",45864,2014,19,"2014-2017"
"3036",52032,"The Big Bang Theory","10","15 – The Locomotion Reverberation","Amy","Good luck. People have been saying that for 600 years.",1,"female",44796,2017,10,"2014-2017"
"3037",494262,"Parks and recreation","6","18","Leslie Knope","I lost our headliner, I can't stop throwing up, and Ben has not called me back yet.",1,"female",49426,2014,16,"2014-2017"
"3038",48837,"The Big Bang Theory","10","02 – The Military Miniturization","Bernadette","This guy from the office just congratulated me on being pregnant.",1,"female",42014,2016,11,"2014-2017"
"3039",533581,"Parks and recreation","7","07","Ben Wyatt","We called Jen last night, didn't we?",0,"male",53358,2015,6,"2014-2017"
"3040",38203,"The Big Bang Theory","08","05 – The Focus Attenuation","Amy","Hey, Penny, hey, let’s go. We found a place that has Australian male strippers.",1,"female",33004,2014,14,"2014-2017"
"3041",39152,"The Big Bang Theory","08","09 – The Septum Deviation","Howard","They always say the children aren’t to blame, but, come on.",0,"male",33817,2014,11,"2014-2017"
"3042",38617,"The Big Bang Theory","08","07 – The Misinterpretation Agitation","Howard","A gallant man would defend his fiancée for being called a urethra.",0,"male",33356,2014,12,"2014-2017"
"3043",49002,"The Big Bang Theory","10","02 – The Military Miniturization","Howard","Well, maybe. I don’t know. We’ll have to work 12 hours a day, seven days a week.",0,"male",42152,2016,17,"2014-2017"
"3044",52334,"The Big Bang Theory","10","16 – The Allowance Evaporation","Amy","Our-our first date was at a coffee shop.",1,"female",45051,2017,8,"2014-2017"
"3045",46076,"The Big Bang Theory","09","15 – The Valentino Submergence","Raj","You’re right, let’s talk again in a few days.",0,"male",39755,2016,9,"2014-2017"
"3046",36586,"The Big Bang Theory","07","23 – The Gorilla Dissolution","Bernadette","We set it up in Howie’s old room.",1,"female",31560,2014,8,"2014-2017"
"3047",53365,"The Big Bang Theory","10","20 – The Recollection Dissipation","Bernadette","Okay, you won. Can I finish what I’m doing?",1,"female",45989,2017,9,"2014-2017"
"3048",46918,"The Big Bang Theory","09","18 – The Application Deterioration","Emily","Oh. Okay. I understand.",1,"female",40456,2016,4,"2014-2017"
"3049",43967,"The Big Bang Theory","09","06 – The Helium Insufficiency","Amy","I’m not sure how I feel about this.",1,"female",38011,2015,8,"2014-2017"
"3050",34945,"The Big Bang Theory","07","16 – The Table Polarisation","Penny","How about instead of assuming I failed, you ask me how it went?",1,"female",30081,2014,13,"2014-2017"
"3051",35504,"The Big Bang Theory","07","18 – The Mommy Observation","Howard","Okay, give me the flowers and pie.",0,"male",30588,2014,7,"2014-2017"
"3052",517131,"Parks and recreation","7","03","Leslie Knope","People would come from miles just to see it.",1,"female",51713,2015,8,"2014-2017"
"3053",53144,"The Big Bang Theory","10","19 – The Collaboration Fluctuation","Leonard","Anyway, I know it’s silly, but since Raj moved in, I’ve been feeling a little left out.",0,"male",45784,2017,17,"2014-2017"
"3054",46576,"The Big Bang Theory","09","17 – The Celebration Experimentation","Sheldon","Well, my favourite is chocolate with strawberry frosting, three layers, and if there’s writing on it, make sure it’s not all caps. I don’t need my dessert yelling at me.",0,"male",40177,2016,30,"2014-2017"
"3055",482632,"Parks and recreation","6","16","Leslie Knope","No, no, babe, you can'tâ¦ you would just embarrass yourself.",1,"female",48263,2014,9,"2014-2017"
"3056",47839,"The Big Bang Theory","09","22 – The Fermentation Bifurcation","Bernadette","There’s more than one?",1,"female",41298,2016,4,"2014-2017"
"3057",506352,"Parks and recreation","6","20","Leslie Knope","Ed, you're a nice guy, but you're the most incompetent person I've ever word with, and that includes Terry.",1,"female",50635,2014,18,"2014-2017"
"3058",51481,"The Big Bang Theory","10","12 – The Holiday Summation","Bernadette","Don’t make me laugh.",1,"female",44286,2017,4,"2014-2017"
"3059",50562,"The Big Bang Theory","10","09 – The Geology Elevation","Leonard","Yeah, good for you.",0,"male",43484,2016,4,"2014-2017"
"3060",49275,"The Big Bang Theory","10","03 -The Dependence Transcendence","Raj","Whoa, I’m calling my dad, okay? He’s got experience dealing with pregnant ladies because he’s an OBGYN. And experience with crazy ladies because of my mom.",0,"male",42382,2016,26,"2014-2017"
"3061",34468,"The Big Bang Theory","07","14 – The Convention Conundrum","Leonard","Hey. We’re about to buy tickets for Comic-Con.",0,"male",29702,2014,8,"2014-2017"
"3062",462462,"Parks and recreation","6","11","Donna Meagle","Over fine wines and cheeses, of course.",1,"female",46246,2014,6,"2014-2017"
"3063",53409,"The Big Bang Theory","10","20 – The Recollection Dissipation","Sheldon","We really need to skedaddle. Thank you.",0,"male",46022,2017,7,"2014-2017"
"3064",53460,"The Big Bang Theory","10","21 – The Separation Agitation","Stuart","I said that to you in confidence.",0,"male",46059,2017,7,"2014-2017"
"3065",500413,"Parks and recreation","6","20","Ben Wyatt","And what exactly does Gryzzl do?",0,"male",50041,2014,5,"2014-2017"
"3066",45087,"The Big Bang Theory","09","11 – The Opening Night Excitation","Arthur","Uh, beats me. I, I just hope this isn’t a, a sex dream.",0,"male",38916,2015,13,"2014-2017"
"3067",47733,"The Big Bang Theory","09","22 – The Fermentation Bifurcation","Amy","Well, it sounds like a nice night. We should go.",1,"female",41202,2016,10,"2014-2017"
"3068",39539,"The Big Bang Theory","08","11 – The Clean Room Infiltration","Raj","Hey, what’s going on?",0,"male",34136,2014,4,"2014-2017"
"3069",41051,"The Big Bang Theory","08","17 – The Colonization Application","Sheldon","They would, wouldn’t they? We could give them cool Martian names. And we could teach them about Martian history. Like, who planted those flags? And, uh, where did that copy of Mars Attacks! come from?",0,"male",35479,2015,35,"2014-2017"
"3070",36159,"The Big Bang Theory","07","21 – The Anything Can Happen Recurrence","Sheldon","All right. I officially reinstate Anything Can Happen Thursday.",0,"male",31176,2014,9,"2014-2017"
"3071",526861,"Parks and recreation","7","05","Ben Wyatt","I'm Ben Wyatt, City Manager.",0,"male",52686,2015,4,"2014-2017"
"3072",34331,"The Big Bang Theory","07","13 – The Occupation Recalibration","Penny","I didn’t get it.",1,"female",29596,2014,4,"2014-2017"
"3073",38644,"The Big Bang Theory","08","07 – The Misinterpretation Agitation","Penny","I can’t do it, he’s my best client.",1,"female",33381,2014,8,"2014-2017"
"3074",42975,"The Big Bang Theory","09","01 – The Matrimonial Momentum","Howard","I don’t know. It’s a mess. They had a huge fight in Vegas.",0,"male",37154,2015,13,"2014-2017"
"3075",480422,"Parks and recreation","6","15","Andy Dwyer","I'm booking you for the unity concert.",0,"male",48042,2014,6,"2014-2017"
"3076",45991,"The Big Bang Theory","09","14 – The Meemaw Materialisation","Raj","Wait, are you saying that we didn’t have a vibe?",0,"male",39689,2016,10,"2014-2017"
"3077",53900,"The Big Bang Theory","10","22 – The Cognition Regeneration","Bernadette","Seriously, where were you?",1,"female",46433,2017,4,"2014-2017"
"3078",44631,"The Big Bang Theory","09","09 – The Platonic Permutation","Bernadette","The soup kitchen manager assigns the jobs, and the shifts are six hours.",1,"female",38542,2015,13,"2014-2017"
"3079",37819,"The Big Bang Theory","08","04 – The Hook-Up Reverbration","Penny","Yeah. You’re probably right. I used to think my high school P.E. teacher didn’t like me, but it turned out, she liked me a little too much.",1,"female",32642,2014,27,"2014-2017"
"3080",41538,"The Big Bang Theory","08","20 – The Fortification Implementation","Howard","Yeah, I bet you anything it’s just ’cause you’re a pain in the ass.",0,"male",35920,2015,14,"2014-2017"
"3081",47875,"The Big Bang Theory","09","22 – The Fermentation Bifurcation","Leonard","What’s neat is that they can maintain angular momentum indefinitely.",0,"male",41333,2016,10,"2014-2017"
"3082",532541,"Parks and recreation","7","07","Tom Haverford","You told Lucy, I want to marry her?",0,"male",53254,2015,7,"2014-2017"
"3083",41980,"The Big Bang Theory","08","21 – The Communication Deterioration","Raj","Look, I’m sorry I hurt your feelings, but you do have strong personalities and always end up taking over.",0,"male",36298,2015,19,"2014-2017"
"3084",47992,"The Big Bang Theory","09","22 – The Fermentation Bifurcation","Sheldon","Oh, I overdid it myself last night. Hair of the dog.",0,"male",41437,2016,11,"2014-2017"
"3085",51395,"The Big Bang Theory","10","12 – The Holiday Summation","Penny","So tell me, how did Sheldon look with an earring?",1,"female",44201,2017,10,"2014-2017"
"3086",43640,"The Big Bang Theory","09","04 – The 2003 Approximation","Raj","That is so not true.",0,"male",37730,2015,5,"2014-2017"
"3087",496352,"Parks and recreation","6","19","April Ludgate","Andy, if you have a secret, you have to tell me.",1,"female",49635,2014,10,"2014-2017"
"3088",41211,"The Big Bang Theory","08","18 – The Leftover Thermalization","Howard","No. If I find my foreskin, I’m gonna kill myself.",0,"male",35628,2015,10,"2014-2017"
"3089",41580,"The Big Bang Theory","08","20 – The Fortification Implementation","Bernadette","You know, I’m thinking ripping up the carpets, maybe lose the wallpaper, all new light fixtures.",1,"female",35957,2015,16,"2014-2017"
"3090",53235,"The Big Bang Theory","10","20 – The Recollection Dissipation","Stuart","Oh, that’s right, maternity leave’s almost over. Ah, you excited?",0,"male",45867,2017,10,"2014-2017"
"3091",55489,"Parks and recreation","7","12","Tom Haverford","The franchises, most of my money-- I had to sell my pocket square collection!",0,"male",55489,2015,13,"2014-2017"
"3092",38193,"The Big Bang Theory","08","05 – The Focus Attenuation","Bernadette","It was us the whole time.",1,"female",32994,2014,6,"2014-2017"
"3093",39446,"The Big Bang Theory","08","11 – The Clean Room Infiltration","Amy","I’ve always wanted to do a traditional Victorian Christmas. Parlour games, goose and figgy pudding.",1,"female",34059,2014,15,"2014-2017"
"3094",43977,"The Big Bang Theory","09","06 – The Helium Insufficiency","Bernadette","Hey, I thought you were gonna be out late?",1,"female",38021,2015,9,"2014-2017"
"3095",42769,"The Big Bang Theory","09","01 – The Matrimonial Momentum","Sheldon","When last we spoke, you said you needed time.",0,"male",36971,2015,9,"2014-2017"
"3096",55644,"Parks and recreation","7","12","Leslie Knope","Thought it should be you.",1,"female",55644,2015,4,"2014-2017"
"3097",39173,"The Big Bang Theory","08","09 – The Septum Deviation","Bernadette","Okay, um, I love that you make me laugh.",1,"female",33838,2014,9,"2014-2017"
"3098",508282,"Parks and recreation","7","01","Ben Wyatt","Pawnee's rich and famous will all be here tonight.",0,"male",50828,2015,8,"2014-2017"
"3099",33954,"The Big Bang Theory","07","12 – The Hesitation Ramification","Penny","Um, I play a customer in a diner and I flirt with Mark Harmon.",1,"female",29267,2014,14,"2014-2017"
"3100",485013,"Parks and recreation","6","16","Leslie Knope","It's not what it sounds like.",1,"female",48501,2014,5,"2014-2017"
"3101",36155,"The Big Bang Theory","07","21 – The Anything Can Happen Recurrence","Leonard","Hey. How about we bring back Anything Can Happen Thursdays?",0,"male",31172,2014,10,"2014-2017"
"3102",488602,"Parks and recreation","6","17","Leslie Knope","Do you meet Tom Hanks and Elena Kagan in the Statue of Liberty's crown?",1,"female",48860,2014,13,"2014-2017"
"3103",49661,"The Big Bang Theory","10","05 – The Hot Tub Contamination","Howard","Maybe. How ’bout, hey, you look like a boiled chicken breast?",0,"male",42722,2016,11,"2014-2017"
"3104",505832,"Parks and recreation","6","20","Tom Haverford","The next round of gnocchi is on the house.",0,"male",50583,2014,8,"2014-2017"
"3105",34649,"The Big Bang Theory","07","14 – The Convention Conundrum","Sheldon","Oh. Is it true that you were pre-med in college and you almost became a doctor?",0,"male",29858,2014,16,"2014-2017"
"3106",536981,"Parks and recreation","7","08","Leslie Knope","I took the liberty of writing the inscription.",1,"female",53698,2015,7,"2014-2017"
"3107",40352,"The Big Bang Theory","08","14 – The Troll Manifestation","Penny","You want me to stop reading?",1,"female",34866,2015,6,"2014-2017"
"3108",35057,"The Big Bang Theory","07","16 – The Table Polarisation","Sheldon","Excuse me. I have to break up with my girlfriend.",0,"male",30188,2014,10,"2014-2017"
"3109",38424,"The Big Bang Theory","08","06 – The Expedition Approximation","Bernadette","That was a pity star. Putting water in the roasting pan and leaving it in the sink is not doing the dishes.",1,"female",33210,2014,22,"2014-2017"
"3110",542681,"Parks and recreation","7","09","Jennifer Barkley","You really stepped in it this time, Knope.",1,"female",54268,2015,7,"2014-2017"
"3111",463462,"Parks and recreation","6","11","Jerry Gergich","I don't even know what we're doing.",0,"male",46346,2014,6,"2014-2017"
"3112",34292,"The Big Bang Theory","07","13 – The Occupation Recalibration","Sheldon","Leonard told me to stay.",0,"male",29565,2014,5,"2014-2017"
"3113",44492,"The Big Bang Theory","09","08 – The Mystery Date Observation","Bernadette","I took a video. I forgot how much fun this is.",1,"female",38440,2015,11,"2014-2017"
"3114",50786,"The Big Bang Theory","10","10 – The Property Division Collision","Penny","But it’s a picture of you.",1,"female",43667,2016,6,"2014-2017"
"3115",467652,"Parks and recreation","6","12","April Ludgate","I'm just so scared that this means that Ann won't really leave.",1,"female",46765,2014,11,"2014-2017"
"3116",534171,"Parks and recreation","7","07","Donna Meagle","Leslie, I'm not even in my dress yet.",1,"female",53417,2015,7,"2014-2017"
"3117",54157,"The Big Bang Theory","10","23 – The Gyroscopic Collapse","Sheldon","And you’ll text me when you arrive at the airport?",0,"male",46660,2017,10,"2014-2017"
"3118",525871,"Parks and recreation","7","05","Tom Haverford","He does all the work, and I get 10% just for showing up.",0,"male",52587,2015,12,"2014-2017"
"3119",52160,"The Big Bang Theory","10","15 – The Locomotion Reverberation","Bernadette","You’re upset I had a baby?",1,"female",44907,2017,6,"2014-2017"
"3120",44235,"The Big Bang Theory","09","07 – The Spock Resonance","Raj","Well, it’s easy to find out. Just go into the crawlspace under the house and check.",0,"male",38222,2015,16,"2014-2017"
"3121",45279,"The Big Bang Theory","09","11 – The Opening Night Excitation","Wil","Guys, it’s just a movie.",0,"male",39091,2015,5,"2014-2017"
"3122",519561,"Parks and recreation","7","03","Ben Wyatt","You guys are being ridiculous.",0,"male",51956,2015,4,"2014-2017"
"3123",36267,"The Big Bang Theory","07","21 – The Anything Can Happen Recurrence","Penny","Fine, I’ll go. Hmm. People turn to you for guidance and wisdom. Yeah, that’s a good one.",1,"female",31274,2014,17,"2014-2017"
"3124",45525,"The Big Bang Theory","09","12 – The Sales Call Sublimation","Sheldon","Perhaps I should explain. While working with Koothrappali, we discovered an asteroid, and I named it after you.",0,"male",39308,2016,18,"2014-2017"
"3125",477791,"Parks and recreation","6","14","Leslie Knope","But you're a little late.",1,"female",47779,2014,4,"2014-2017"
"3126",493132,"Parks and recreation","6","18","Leslie Knope","Uh, I just need a minute.",1,"female",49313,2014,5,"2014-2017"
"3127",38357,"The Big Bang Theory","08","06 – The Expedition Approximation","Penny","Ugh, You’re right, who cares? Mm. Get that money out of my back pocket or I will break your fingers.",1,"female",33148,2014,20,"2014-2017"
"3128",47105,"The Big Bang Theory","09","19 – The Solder Excursion Diversion","Howard","Well, I keep telling you, good things happen to bad people.",0,"male",40621,2016,11,"2014-2017"
"3129",41594,"The Big Bang Theory","08","20 – The Fortification Implementation","Howard","Bernadette, weird things are happening out here.",0,"male",35965,2015,7,"2014-2017"
"3130",53969,"The Big Bang Theory","10","23 – The Gyroscopic Collapse","Penny","And when? But also where?",1,"female",46487,2017,5,"2014-2017"
"3131",53488,"Parks and recreation","7","07","Donna Meagle","But everybody is just nice and chill.",1,"female",53488,2015,6,"2014-2017"
"3132",500362,"Parks and recreation","6","20","Leslie Knope","Liam Bonneville-- the department of the interior's resident bad boy?",1,"female",50036,2014,9,"2014-2017"
"3133",47688,"The Big Bang Theory","09","21 – The Viewing Party Combustion","Stuart","No, but he almost died, so we’re cool.",0,"male",41161,2016,8,"2014-2017"
"3134",477782,"Parks and recreation","6","14","Leslie Knope","Wow, you have no idea how meaningful it is to hear you say that.",1,"female",47778,2014,13,"2014-2017"
"3135",48131,"The Big Bang Theory","09","23 – The Line Substitution Solution","Bernadette","So, Beverly, did you know Penny is the number three sales rep at our pharmaceutical company?",1,"female",41555,2016,16,"2014-2017"
"3136",50213,"The Big Bang Theory","10","07 – The Veracity Elasticity","Bernadette","One sec. Why did you tell Leonard I told you Penny was hiding his things?",1,"female",43198,2016,15,"2014-2017"
"3137",49089,"The Big Bang Theory","10","03 -The Dependence Transcendence","Penny","Oh, I’ll have some wine and listen to people go on about crap I don’t understand. I mean, how is it any different than every single day of my life?",1,"female",42230,2016,30,"2014-2017"
"3138",34566,"The Big Bang Theory","07","14 – The Convention Conundrum","Howard","What do you mean?",0,"male",29789,2014,4,"2014-2017"
"3139",51466,"The Big Bang Theory","10","12 – The Holiday Summation","Bernadette","Now you hate me too.",1,"female",44271,2017,5,"2014-2017"
"3140",53167,"The Big Bang Theory","10","19 – The Collaboration Fluctuation","Sheldon","I love that one.",0,"male",45806,2017,4,"2014-2017"
"3141",41000,"The Big Bang Theory","08","17 – The Colonization Application","Raj","You know, it, it’s bad enough that I have to deal with this…",0,"male",35430,2015,13,"2014-2017"
"3142",34442,"The Big Bang Theory","07","13 – The Occupation Recalibration","Penny","You keep saying you’re on my side, but you don’t act like it.",1,"female",29684,2014,13,"2014-2017"
"3143",55446,"Parks and recreation","7","12","Leslie Knope","Can I just say, Tom, you have accomplished so much, you have come so far, now you're so successful",1,"female",55446,2015,18,"2014-2017"
"3144",476192,"Parks and recreation","6","14","Ron Swanson","We repaired the valve stem seal, and now all that remains is to tighten down this packing nut.",0,"male",47619,2014,17,"2014-2017"
"3145",50172,"The Big Bang Theory","10","07 – The Veracity Elasticity","Sheldon","Are you going to confront Penny?",0,"male",43157,2016,6,"2014-2017"
"3146",35516,"The Big Bang Theory","07","18 – The Mommy Observation","Sheldon","No. I wanted to surprise her. What am I supposed to say to her after something like this?",0,"male",30599,2014,18,"2014-2017"
"3147",49333,"The Big Bang Theory","10","04 – The Cohabitation Experimentation","Leonard","It’s only for five weeks.",0,"male",42422,2016,5,"2014-2017"
"3148",520421,"Parks and recreation","7","04","Leslie Knope","Come on, Ron, why don't we just--",1,"female",52042,2015,6,"2014-2017"
"3149",45478,"The Big Bang Theory","09","12 – The Sales Call Sublimation","Bernadette","No, that’s not what this feeling is. Is it?",1,"female",39269,2016,9,"2014-2017"
"3150",36221,"The Big Bang Theory","07","21 – The Anything Can Happen Recurrence","Penny","You’re not working late. Why did you lie to me?",1,"female",31232,2014,10,"2014-2017"
