Unnamed: 0,Show,Season,Episode,Character,Line,Gender,Gender_label,Rownumber,Year,N_words,Year_groups,text,sentiment
48407,Friends,10,8,Phoebe,"Well, I wanna enter her in a baby beauty pageant.",2,female,48407,2003,9,2002-2005,"Well, I wanna enter her in a baby beauty pageant.",neutral
48408,Friends,10,8,Rachel,Oh my God! That's the creepiest thing I've ever heard!,2,female,48408,2003,9,2002-2005,Oh my God! That's the creepiest thing I've ever heard!,negative
484091,Friends,10,8,Phoebe,"Okay, but, well, before you say no, my friend Susanne is entering her kid and compared to Emma she's a real dog!",2,female,48409,2003,21,2002-2005,"Okay, but, well, before you say no, my friend Susanne is entering her kid and compared to Emma she's a real dog!",positive
48410,Friends,10,8,Rachel,"Oh! Phoebe, all babies are beautiful!",2,female,48410,2003,5,2002-2005,"Oh! Phoebe, all babies are beautiful!",positive
48412,Friends,10,8,Rachel,"Phoebe, just the idea of pitting one baby against another, I mean, you know, and judging who's cuter just for a trophy...",2,female,48412,2003,21,2002-2005,"Phoebe, just the idea of pitting one baby against another, I mean, you know, and judging who's cuter just for a trophy...",neutral
48414,Friends,10,8,Rachel,"...is something I'm very interested in! Oh please, do not tell Ross. He still believes that in a deep voice, mocking Ross what's in the inside is important...",2,female,48414,2003,27,2002-2005,"...is something I'm very interested in! Oh please, do not tell Ross. He still believes that in a deep voice, mocking Ross what's in the inside is important...",neutral
48415,Friends,10,8,Phoebe,"Okay, oh, and Emma needs a cowgirl outfit for the competition.",2,female,48415,2003,10,2002-2005,"Okay, oh, and Emma needs a cowgirl outfit for the competition.",neutral
484161,Friends,10,8,Rachel,Where am I gonna get a cowgirl outfit on Thanksgiving?,2,female,48416,2003,9,2002-2005,Where am I gonna get a cowgirl outfit on Thanksgiving?,neutral
48418,Friends,10,8,Rachel,"Oh, take the clothes of Joey's Cabbage Patch Kid.",2,female,48418,2003,8,2002-2005,"Oh, take the clothes of Joey's Cabbage Patch Kid.",neutral
48420,Friends,10,8,Monica, Chandler's laughing Did someone drop the baton again?,2,female,48420,2003,7,2002-2005, Chandler's laughing Did someone drop the baton again?,neutral
48421,Friends,10,8,Chandler,Why come all the way from Kansas to do that?,1,male,48421,2003,9,2002-2005,Why come all the way from Kansas to do that?,negative
48422,Friends,10,8,Monica, she tastes what she has cooked I don't get older. I just get better!,2,female,48422,2003,13,2002-2005, she tastes what she has cooked I don't get older. I just get better!,positive
48423,Friends,10,8,Chandler,"You know what just occurred to me? This could be our last Thanksgiving just the two of us. I mean, we could be getting a baby soon!",1,male,48423,2003,26,2002-2005,"You know what just occurred to me? This could be our last Thanksgiving just the two of us. I mean, we could be getting a baby soon!",positive
484251,Friends,10,8,Chandler,Somebody is gonna pick us.,1,male,48425,2003,4,2002-2005,Somebody is gonna pick us.,neutral
484261,Friends,10,8,Monica,"Yeah, but we haven't heard a thing from the adoption agency and it has been weeks!",2,female,48426,2003,15,2002-2005,"Yeah, but we haven't heard a thing from the adoption agency and it has been weeks!",negative
484271,Friends,10,8,Chandler,"I'm telling ya! It's gonna happen. Next year it's gonna be you, me and the little Hemingway Bing. (pause What, he's my favourite author!",1,male,48427,2003,23,2002-2005,"I'm telling ya! It's gonna happen. Next year it's gonna be you, me and the little Hemingway Bing. (pause What, he's my favourite author!",positive
484281,Friends,10,8,Monica,Name one of his books.,2,female,48428,2003,4,2002-2005,Name one of his books.,neutral
484291,Friends,10,8,Chandler," after a long pause The Firm""?",1,male,48429,2003,5,2002-2005," after a long pause The Firm""?",neutral
484301,Friends,10,8,Monica,"Ok, let's see... uhm, okay, the turkey is in the oven, the stuffing is ready...",2,female,48430,2003,14,2002-2005,"Ok, let's see... uhm, okay, the turkey is in the oven, the stuffing is ready...",positive
48431,Friends,10,8,Chandler,"You know, you always cook this meal all by yourself. Let me help this year.",1,male,48431,2003,14,2002-2005,"You know, you always cook this meal all by yourself. Let me help this year.",neutral
484321,Friends,10,8,Monica,"Oh, Chandler, that's sweet. But you don't have to do everything Doctor Phil tells you to do.",2,female,48432,2003,16,2002-2005,"Oh, Chandler, that's sweet. But you don't have to do everything Doctor Phil tells you to do.",positive
48433,Friends,10,8,Chandler,"I'm serious, let me do something, just not the turkey or the stuffing, nothing high profile"".",1,male,48433,2003,15,2002-2005,"I'm serious, let me do something, just not the turkey or the stuffing, nothing high profile"".",neutral
484341,Friends,10,8,Monica,"Ok, let's see... Oh, the cranberry sauce, it is easy to make and no one really cares about it.",2,female,48434,2003,17,2002-2005,"Ok, let's see... Oh, the cranberry sauce, it is easy to make and no one really cares about it.",negative
484361,Friends,10,8,Monica,"Okay, I'm gonna go check on something across the hall. You start by washing these she gives Chandler a bowl with cranberries. Then, while she's going outside, she sees him with a bottle of soap in his hands Not with soap!! (she leaves ",2,female,48436,2003,42,2002-2005,"Okay, I'm gonna go check on something across the hall. You start by washing these she gives Chandler a bowl with cranberries. Then, while she's going outside, she sees him with a bottle of soap in his hands Not with soap!! (she leaves ",neutral
484371,Friends,10,8,Chandler,You obviously haven't tasted my Palmolive potatoes!,1,male,48437,2003,6,2002-2005,You obviously haven't tasted my Palmolive potatoes!,negative
484381,Friends,10,8,Ross,"Hey! Hey, guess what Joey has!",1,male,48438,2003,5,2002-2005,"Hey! Hey, guess what Joey has!",positive
484391,Friends,10,8,Joey,Three tickets to today's Rangers game!!,1,male,48439,2003,5,2002-2005,Three tickets to today's Rangers game!!,positive
484401,Friends,10,8,Ross,"Dude, I wanted him to guess.",1,male,48440,2003,5,2002-2005,"Dude, I wanted him to guess.",neutral
484431,Friends,10,8,Joey,"Yeah, they're great seats too!",1,male,48443,2003,4,2002-2005,"Yeah, they're great seats too!",positive
484461,Friends,10,8,Ross,Did I do something to you?,1,male,48446,2003,5,2002-2005,Did I do something to you?,neutral
484471,Friends,10,8,Chandler,"Hmm, the game's at one.",1,male,48447,2003,4,2002-2005,"Hmm, the game's at one.",neutral
484491,Friends,10,8,Chandler,"Dinner is at four, we'll never gonna make it back.",1,male,48449,2003,9,2002-2005,"Dinner is at four, we'll never gonna make it back.",negative
484501,Friends,10,8,Joey,"So we'll leave before it's over, we'll be back in time.",1,male,48450,2003,10,2002-2005,"So we'll leave before it's over, we'll be back in time.",neutral
484511,Friends,10,8,Chandler,"You say that now, but it could take us a long time to get back home. Plus Joey could get lost and and they could have to page us to go pick him up.",1,male,48451,2003,33,2002-2005,"You say that now, but it could take us a long time to get back home. Plus Joey could get lost and and they could have to page us to go pick him up.",negative
484521,Friends,10,8,Joey,"Dude, two times that happened!",1,male,48452,2003,4,2002-2005,"Dude, two times that happened!",negative
48453,Friends,10,8,Chandler,"Look, Monica has been working hard all day, she didn't wanna host this thing in the first place, we shouldn't go!",1,male,48453,2003,20,2002-2005,"Look, Monica has been working hard all day, she didn't wanna host this thing in the first place, we shouldn't go!",negative
48455,Friends,10,8,Joey,"Right, I guess. Alright, so see you at four.",1,male,48455,2003,8,2002-2005,"Right, I guess. Alright, so see you at four.",neutral
48456,Friends,10,8,Chandler,Okay. (pause And get ready to taste my very special cranberries. Or should I say... chanberries!,1,male,48456,2003,15,2002-2005,Okay. (pause And get ready to taste my very special cranberries. Or should I say... chanberries!,positive
48457,Friends,10,8,Joey,"That's some gentle comedy, dude. (he and Ross leave ",1,male,48457,2003,8,2002-2005,"That's some gentle comedy, dude. (he and Ross leave ",positive
48458,Friends,10,8,Ross,"We're still going at the game, right?",1,male,48458,2003,6,2002-2005,"We're still going at the game, right?",neutral
484621,Friends,10,8,Rachel,"Oh Phoebe, listen. Well, I think we gotta go. This place is really freaking me out. I've been watching this guy over there, I don't think he came with a kid!",2,female,48462,2003,30,2002-2005,"Oh Phoebe, listen. Well, I think we gotta go. This place is really freaking me out. I've been watching this guy over there, I don't think he came with a kid!",negative
484631,Friends,10,8,Phoebe,"We can't leave now! There was this one baby, Haley, who was favourite to win and she got croup, so she had to stay home! This competition just blew wide open, folks!",2,female,48463,2003,31,2002-2005,"We can't leave now! There was this one baby, Haley, who was favourite to win and she got croup, so she had to stay home! This competition just blew wide open, folks!",neutral
484641,Friends,10,8,Rachel,"Phoebe, I think... It's just too weird, I just saw a one year old running around with pantyhose on!",2,female,48464,2003,18,2002-2005,"Phoebe, I think... It's just too weird, I just saw a one year old running around with pantyhose on!",negative
484651,Friends,10,8,Phoebe,"Oh, I know, we should have been more prepared. (she looks around It's okay. Now, the way I see it, our real competition now is Cameron. Oh my God, they just took her sweater off. Look at those arms! Hello Michelin Man.",2,female,48465,2003,41,2002-2005,"Oh, I know, we should have been more prepared. (she looks around It's okay. Now, the way I see it, our real competition now is Cameron. Oh my God, they just took her sweater off. Look at those arms! Hello Michelin Man.",positive
484661,Friends,10,8,Rachel,"Oh, Phoebe! Come on! You know what, it's already three o'clock and they haven't even gotten to Emma's group yet. We gotta go, we got dinner!",2,female,48466,2003,25,2002-2005,"Oh, Phoebe! Come on! You know what, it's already three o'clock and they haven't even gotten to Emma's group yet. We gotta go, we got dinner!",positive
484671,Friends,10,8,Phoebe," panicking But Emma's got what it takes, she could go all the way!",2,female,48467,2003,12,2002-2005," panicking But Emma's got what it takes, she could go all the way!",positive
48468,Friends,10,8,Rachel,"Phoebe, you have to calm down.",2,female,48468,2003,5,2002-2005,"Phoebe, you have to calm down.",negative
48469,Friends,10,8,Phoebe,"Okay. Rachel, the hottest babies in the Tri State Area are in this room right now! I overheard one of the judges say that not one of them holds a candle to Emma!",2,female,48469,2003,31,2002-2005,"Okay. Rachel, the hottest babies in the Tri State Area are in this room right now! I overheard one of the judges say that not one of them holds a candle to Emma!",positive
484721,Friends,10,8,Rachel,You heard them say that?,2,female,48472,2003,4,2002-2005,You heard them say that?,neutral
48474,Friends,10,8,Rachel,"All right, okay. Alright, let's give to these babies something to cry about!",2,female,48474,2003,12,2002-2005,"All right, okay. Alright, let's give to these babies something to cry about!",neutral
48475,Friends,10,8,Phoebe,Good! Oh yay! Let's get down to business! Emma needs some makeup!,2,female,48475,2003,11,2002-2005,Good! Oh yay! Let's get down to business! Emma needs some makeup!,positive
48477,Friends,10,8,Phoebe,"Well, she's gonna look all washed out next to the other contestants!",2,female,48477,2003,11,2002-2005,"Well, she's gonna look all washed out next to the other contestants!",negative
48478,Friends,10,8,Rachel,"No Phoebe, I am not letting you put makeup on my baby!",2,female,48478,2003,11,2002-2005,"No Phoebe, I am not letting you put makeup on my baby!",negative
484811,Friends,10,8,Joey,"Oh, Bob, get off the guy!",1,male,48481,2003,5,2002-2005,"Oh, Bob, get off the guy!",negative
484821,Friends,10,8,Ross,"Oh! What a game, huh?",1,male,48482,2003,4,2002-2005,"Oh! What a game, huh?",positive
484841,Friends,10,8,Ross,I can't believe Chandler is missing this!,1,male,48484,2003,6,2002-2005,I can't believe Chandler is missing this!,negative
484851,Friends,10,8,Joey,"Yeah. I am sorry he's not here too, but I got to say, (takes some nachos from a plate on the seat where Chandler should have been I am really enjoying Nacho Chair.",1,male,48485,2003,32,2002-2005,"Yeah. I am sorry he's not here too, but I got to say, (takes some nachos from a plate on the seat where Chandler should have been I am really enjoying Nacho Chair.",positive
484861,Friends,10,8,Ross,"Yeah, I'd probably enjoy it more if you didn't keep batting my hand away.",1,male,48486,2003,13,2002-2005,"Yeah, I'd probably enjoy it more if you didn't keep batting my hand away.",positive
484871,Friends,10,8,Joey,Ohhhh! These seats are great!,1,male,48487,2003,4,2002-2005,Ohhhh! These seats are great!,positive
484881,Friends,10,8,Ross,"I know, I know! When I was here for Holidays on Ice Joey looks around worried hoping no one heard that I was sitting so far away Michelle Kwan couldn't read my banner!",1,male,48488,2003,32,2002-2005,"I know, I know! When I was here for Holidays on Ice Joey looks around worried hoping no one heard that I was sitting so far away Michelle Kwan couldn't read my banner!",negative
48489,Friends,10,8,Joey," looks at the time Wow, hey, we'd better get going. If we don't leave right now, we'll be late for dinner.",1,male,48489,2003,20,2002-2005," looks at the time Wow, hey, we'd better get going. If we don't leave right now, we'll be late for dinner.",neutral
484901,Friends,10,8,Ross,"Oh, but it's a kind game! So we're a little late, you know, the girls will be there, let's stay just for one more goal.",1,male,48490,2003,24,2002-2005,"Oh, but it's a kind game! So we're a little late, you know, the girls will be there, let's stay just for one more goal.",positive
48495,Friends,10,8,Monica,Where is everybody? They're forty five minutes late!,2,female,48495,2003,6,2002-2005,Where is everybody? They're forty five minutes late!,negative
48496,Friends,10,8,Chandler,I can't believe they are not here! I slave and I slave for what? They've ruined cranberry day!,1,male,48496,2003,17,2002-2005,I can't believe they are not here! I slave and I slave for what? They've ruined cranberry day!,negative
484991,Friends,10,8,Joey,Wow He opens his apartment door and throws their stuff in.),1,male,48499,2003,10,2002-2005,Wow He opens his apartment door and throws their stuff in.),positive
48500,Friends,10,8,Ross, handing him his coat Here!,1,male,48500,2003,4,2002-2005, handing him his coat Here!,neutral
485011,Friends,10,8,Joey,"Okay. Rachel and Phoebe are already there, okay? So they probably started without us. We could just slip in and no one needs to know where we were! (he raises his hands and on his right one there's a Rangers foam finger ",1,male,48501,2003,40,2002-2005,"Okay. Rachel and Phoebe are already there, okay? So they probably started without us. We could just slip in and no one needs to know where we were! (he raises his hands and on his right one there's a Rangers foam finger ",neutral
48502,Friends,10,8,Ross,You may want to lose the foam finger!,1,male,48502,2003,7,2002-2005,You may want to lose the foam finger!,negative
48503,Friends,10,8,Joey,"Oh, no, no, no, no, no. You just want to put it on your hand!",1,male,48503,2003,14,2002-2005,"Oh, no, no, no, no, no. You just want to put it on your hand!",negative
48506,Friends,10,8,Joey,You are not at Thanksgiving?,1,male,48506,2003,4,2002-2005,You are not at Thanksgiving?,neutral
485091,Friends,10,8,Rachel,What are you doing here!,2,female,48509,2003,4,2002-2005,What are you doing here!,neutral
485101,Friends,10,8,Ross,We're late too! (Rachel screams ,1,male,48510,2003,4,2002-2005,We're late too! (Rachel screams ,negative
48511,Friends,10,8,Joey,We figured we could be late because you guys were gonna be on time he points the foam finger at the girls ,1,male,48511,2003,21,2002-2005,We figured we could be late because you guys were gonna be on time he points the foam finger at the girls ,neutral
485121,Friends,10,8,Phoebe,"Don't point that thing at me, Tribbiani!",2,female,48512,2003,6,2002-2005,"Don't point that thing at me, Tribbiani!",negative
485131,Friends,10,8,Ross,"So, nobody's here? Monica's gonna kill us!",1,male,48513,2003,6,2002-2005,"So, nobody's here? Monica's gonna kill us!",negative
485151,Friends,10,8,Ross,"Yeah, yeah, what's with the trophy!",1,male,48515,2003,5,2002-2005,"Yeah, yeah, what's with the trophy!",neutral
485161,Friends,10,8,Phoebe,"Uh, we were at the Spelling Bee!",2,female,48516,2003,6,2002-2005,"Uh, we were at the Spelling Bee!",neutral
48518,Friends,10,8,Ross,You won an adult Thanksgiving day spelling bee.,1,male,48518,2003,7,2002-2005,You won an adult Thanksgiving day spelling bee.,positive
485191,Friends,10,8,Rachel,Yes! (spells it Y E S. Yes!,2,female,48519,2003,4,2002-2005,Yes! (spells it Y E S. Yes!,positive
485201,Friends,10,8,Ross,"Let me see this... (he takes the trophy from Rachel's hands Grand Supreme Little Darling, New York Division.",1,male,48520,2003,17,2002-2005,"Let me see this... (he takes the trophy from Rachel's hands Grand Supreme Little Darling, New York Division.",neutral
485221,Friends,10,8,Ross,You entered Emma into a Beauty Pageant?,1,male,48522,2003,6,2002-2005,You entered Emma into a Beauty Pageant?,neutral
485231,Friends,10,8,Phoebe,And it looks like she put makeup on her!,2,female,48523,2003,8,2002-2005,And it looks like she put makeup on her!,negative
485241,Friends,10,8,Joey,"Wait a second, wait a second, where have I seen that cowgirl outfit before...",1,male,48524,2003,13,2002-2005,"Wait a second, wait a second, where have I seen that cowgirl outfit before...",neutral
485251,Friends,10,8,Ross,"I can't believe this, she's our daughter! That you would treat her like some kind of showdog is inexcusable!",1,male,48525,2003,18,2002-2005,"I can't believe this, she's our daughter! That you would treat her like some kind of showdog is inexcusable!",negative
485261,Friends,10,8,Rachel,She won a thousand dollars!,2,female,48526,2003,4,2002-2005,She won a thousand dollars!,positive
485271,Friends,10,8,Ross,So this is an annual thing?,1,male,48527,2003,5,2002-2005,So this is an annual thing?,neutral
485281,Friends,10,8,Joey, realizing Oh! That's Alicia Mae Emory's outfit!,1,male,48528,2003,6,2002-2005, realizing Oh! That's Alicia Mae Emory's outfit!,positive
485291,Friends,10,8,Phoebe,"You guys, there are people in there who are not getting any happier!",2,female,48529,2003,12,2002-2005,"You guys, there are people in there who are not getting any happier!",negative
485301,Friends,10,8,Ross,Yeah. What are we gonna do?,1,male,48530,2003,5,2002-2005,Yeah. What are we gonna do?,neutral
485311,Friends,10,8,Rachel,"Well, I don't know, you guys figure it out, I got to put Emma down for a nap.",2,female,48531,2003,17,2002-2005,"Well, I don't know, you guys figure it out, I got to put Emma down for a nap.",neutral
485321,Friends,10,8,Joey,"All right. Hey Rach, while you're in there, throw something on Alicia Mae.",1,male,48532,2003,12,2002-2005,"All right. Hey Rach, while you're in there, throw something on Alicia Mae.",neutral
48533,Friends,10,8,Phoebe,"Alright, what are we gonna say?",2,female,48533,2003,5,2002-2005,"Alright, what are we gonna say?",neutral
485341,Friends,10,8,Ross,"Ooh, we'll say that we were mugged! You can't get mad at someone who's been mugged!",1,male,48534,2003,15,2002-2005,"Ooh, we'll say that we were mugged! You can't get mad at someone who's been mugged!",negative
485351,Friends,10,8,Phoebe,"Oh, good, that's good, but you don't look like you were mugged!",2,female,48535,2003,11,2002-2005,"Oh, good, that's good, but you don't look like you were mugged!",positive
485361,Friends,10,8,Joey,"No. Here he tears off the pocket from Ross' shirt, and tears off everything below that as well.)",1,male,48536,2003,17,2002-2005,"No. Here he tears off the pocket from Ross' shirt, and tears off everything below that as well.)",neutral
485381,Friends,10,8,Monica,Do you hear something? (Chandlers stands up and goes to the door to look out from the peephole ,2,female,48538,2003,17,2002-2005,Do you hear something? (Chandlers stands up and goes to the door to look out from the peephole ,neutral
485401,Friends,10,8,Monica,"Ohhh! Let me see! Oh God, I can't believe this! They're an hour late and they're just staying out there, talking!",2,female,48540,2003,20,2002-2005,"Ohhh! Let me see! Oh God, I can't believe this! They're an hour late and they're just staying out there, talking!",negative
485411,Friends,10,8,Chandler, peeping Everything is so distorted! Looks like Joey has a giant hand! Which says Rangers on it. They went to the game!,1,male,48541,2003,21,2002-2005, peeping Everything is so distorted! Looks like Joey has a giant hand! Which says Rangers on it. They went to the game!,negative
485421,Friends,10,8,Monica, gasps Oooh! They are in for a world of pain!,2,female,48542,2003,9,2002-2005, gasps Oooh! They are in for a world of pain!,negative
485431,Friends,10,8,Chandler, looking through the peephole again Ross' shirt is torn.,1,male,48543,2003,8,2002-2005, looking through the peephole again Ross' shirt is torn.,negative
485441,Friends,10,8,Monica,Oh! They're late and they're sloppy!,2,female,48544,2003,5,2002-2005,Oh! They're late and they're sloppy!,negative
485451,Friends,10,8,Rachel,"Alright, Emma is napping... (then to Ross what happened to your shirt?",2,female,48545,2003,11,2002-2005,"Alright, Emma is napping... (then to Ross what happened to your shirt?",neutral
485461,Friends,10,8,Ross,I got mugged. And they stole my pocket.,1,male,48546,2003,7,2002-2005,I got mugged. And they stole my pocket.,negative
485471,Friends,10,8,Phoebe,"We're just... we're trying to figure out an excuse. Hey! Ooh! How about this We can say that Monica told us 5 o'clock, not 4 o'clock. That way we're right on time! (Others start to agree but she continues OR... or, we can plant PCP in the apartment and call the cops on her.",2,female,48547,2003,53,2002-2005,"We're just... we're trying to figure out an excuse. Hey! Ooh! How about this We can say that Monica told us 5 o'clock, not 4 o'clock. That way we're right on time! (Others start to agree but she continues OR... or, we can plant PCP in the apartment and call the cops on her.",neutral
485481,Friends,10,8,Ross, sarcastic That would be a good way to get rid of all the PCP we have lying around.,1,male,48548,2003,17,2002-2005, sarcastic That would be a good way to get rid of all the PCP we have lying around.,negative
485491,Friends,10,8,Rachel,"You know what, we just say that she said it was 5 o'clock. We'll just act casual. We're not late, we're right on time. (When she finishes talking, a note is pushed from under Monica's and Chandler's door, into the hall. Ross picks it up and reads it out loud ",2,female,48549,2003,49,2002-2005,"You know what, we just say that she said it was 5 o'clock. We'll just act casual. We're not late, we're right on time. (When she finishes talking, a note is pushed from under Monica's and Chandler's door, into the hall. Ross picks it up and reads it out loud ",neutral
485501,Friends,10,8,Ross, Reading the note We know you're out there. (Rachel gasps ,1,male,48550,2003,9,2002-2005, Reading the note We know you're out there. (Rachel gasps ,neutral
485511,Friends,10,8,Joey, whispering Who do you think its from?,1,male,48551,2003,6,2002-2005, whispering Who do you think its from?,neutral
485521,Friends,10,8,Rachel,"Oh, God. This is bad. This is so bad.",2,female,48552,2003,8,2002-2005,"Oh, God. This is bad. This is so bad.",negative
485531,Friends,10,8,Ross,"Well, let's just go in there and face them.",1,male,48553,2003,8,2002-2005,"Well, let's just go in there and face them.",neutral
485541,Friends,10,8,Phoebe,"Well, I'm not going in first. I bet that vein on Monica's forehead is popping like crazy.",2,female,48554,2003,16,2002-2005,"Well, I'm not going in first. I bet that vein on Monica's forehead is popping like crazy.",negative
485551,Friends,10,8,Joey,"I hate that thing, it's like a... bolt of lightning.",1,male,48555,2003,9,2002-2005,"I hate that thing, it's like a... bolt of lightning.",negative
48556,Friends,10,8,Rachel,"Oh, hey, I have an idea. Why don't we play rock paper scissors, and whoever loses goes in first. (they all agree Ready? (they do the rock paper scissor thing with they hands and Rachel has paper, Phoebe and Ross both have rock, while Joey is doing a strange upward wiggling with his fingers. They all look a him confused).",2,female,48556,2003,55,2002-2005,"Oh, hey, I have an idea. Why don't we play rock paper scissors, and whoever loses goes in first. (they all agree Ready? (they do the rock paper scissor thing with they hands and Rachel has paper, Phoebe and Ross both have rock, while Joey is doing a strange upward wiggling with his fingers. They all look a him confused).",neutral
485571,Friends,10,8,Joey, smiling from ear to ear Ah haah! I win!!,1,male,48557,2003,7,2002-2005, smiling from ear to ear Ah haah! I win!!,positive
485601,Friends,10,8,Phoebe,"Oh, really? Does it beat water balloon? (She places her hand over his fire and mimics a bursting water balloon, thus putting the fire out).",2,female,48560,2003,24,2002-2005,"Oh, really? Does it beat water balloon? (She places her hand over his fire and mimics a bursting water balloon, thus putting the fire out).",neutral
48561,Friends,10,8,Joey,"Ooh! Well played, Phoebe Buffay, well played.",1,male,48561,2003,6,2002-2005,"Ooh! Well played, Phoebe Buffay, well played.",positive
485621,Friends,10,8,Rachel,"Alright, enough, enough, come on. Let's just all go in at the same time.",2,female,48562,2003,13,2002-2005,"Alright, enough, enough, come on. Let's just all go in at the same time.",neutral
485641,Friends,10,8,Ross,"Wha...? Oh sure, now they lock it, but when they're having sex on the couch, its like Come on in, my butt is surprisingly hairy"".",1,male,48564,2003,24,2002-2005,"Wha...? Oh sure, now they lock it, but when they're having sex on the couch, its like Come on in, my butt is surprisingly hairy"".",neutral
48565,Friends,10,8,Rachel,"Alright, come on... (starts to knock on the door Alright, you guys. We're so sorry we're late. Please let us in, so we can have dinner together.",2,female,48565,2003,26,2002-2005,"Alright, come on... (starts to knock on the door Alright, you guys. We're so sorry we're late. Please let us in, so we can have dinner together.",neutral
485661,Friends,10,8,Monica,No! Everything's cold. The turkey's dried out and the... the stuffing is all soggy.,2,female,48566,2003,13,2002-2005,No! Everything's cold. The turkey's dried out and the... the stuffing is all soggy.,negative
48567,Friends,10,8,Chandler,"Yeah, and there's a bowl of cranberry sauce that... (speaking lower to Monica what happens to cranberry sauce?",1,male,48567,2003,17,2002-2005,"Yeah, and there's a bowl of cranberry sauce that... (speaking lower to Monica what happens to cranberry sauce?",neutral
485681,Friends,10,8,Monica, Rolling her eyes Nothing. It's fine.,2,female,48568,2003,5,2002-2005, Rolling her eyes Nothing. It's fine.,neutral
485701,Friends,10,8,Ross,"Come on you guys, we're sorry, alri...? Our subway broke down.",1,male,48570,2003,10,2002-2005,"Come on you guys, we're sorry, alri...? Our subway broke down.",negative
48571,Friends,10,8,Chandler," looking through the peephole That's a lie, you went to the game, I can see Joey's hand.",1,male,48571,2003,16,2002-2005," looking through the peephole That's a lie, you went to the game, I can see Joey's hand.",negative
485721,Friends,10,8,Ross," to Joey, who is wearing a blue, 3 foot hand FOR THE LOVE OF GOD TAKE IT OFF!! (takes it off his hand and throws it on the floor ",1,male,48572,2003,28,2002-2005," to Joey, who is wearing a blue, 3 foot hand FOR THE LOVE OF GOD TAKE IT OFF!! (takes it off his hand and throws it on the floor ",negative
48573,Friends,10,8,Rachel,"You guys, come on, it doesn't matter why we're late. We're all here now, please let us in so we can have some of your delicious turkey. (A slice of turkey on a piece of aluminum foil is slid under door ",2,female,48573,2003,40,2002-2005,"You guys, come on, it doesn't matter why we're late. We're all here now, please let us in so we can have some of your delicious turkey. (A slice of turkey on a piece of aluminum foil is slid under door ",positive
485741,Friends,10,8,Joey,I had a dream once about a fax machine that did that. (Ross picks it up ,1,male,48574,2003,15,2002-2005,I had a dream once about a fax machine that did that. (Ross picks it up ,neutral
48575,Friends,10,8,Monica,That's all the turkey you're gonna get.,2,female,48575,2003,6,2002-2005,That's all the turkey you're gonna get.,negative
485761,Friends,10,8,Ross,How are we gonna decide who gets this?,1,male,48576,2003,7,2002-2005,How are we gonna decide who gets this?,negative
48577,Friends,10,8,Joey, holds his fist up WATER BALLOON! (he stuffs the slice in is mouth and gives the foil back to Ross ,1,male,48577,2003,19,2002-2005, holds his fist up WATER BALLOON! (he stuffs the slice in is mouth and gives the foil back to Ross ,neutral
485781,Friends,10,8,Phoebe,What are we gonna do? I'm starving.,2,female,48578,2003,6,2002-2005,What are we gonna do? I'm starving.,negative
48579,Friends,10,8,Rachel," gasps Oh, I just remembered. We do have something to eat. Monica put something in our oven this morning.",2,female,48579,2003,18,2002-2005," gasps Oh, I just remembered. We do have something to eat. Monica put something in our oven this morning.",neutral
48581,Friends,10,8,Monica,"Hey, you touch that and you will be sorry.",2,female,48581,2003,8,2002-2005,"Hey, you touch that and you will be sorry.",negative
485821,Friends,10,8,Chandler,"Guys, I'd listen to her. The vein is bigger than I've ever seen it. (Monica looks at Chandler ",1,male,48582,2003,17,2002-2005,"Guys, I'd listen to her. The vein is bigger than I've ever seen it. (Monica looks at Chandler ",positive
48583,Friends,10,8,Rachel,Huh... OH MY GOD IT'S BRUSSELS SPROUTS. (they all look appalled ,2,female,48583,2003,10,2002-2005,Huh... OH MY GOD IT'S BRUSSELS SPROUTS. (they all look appalled ,negative
485841,Friends,10,8,Ross,That's worse than no food.,1,male,48584,2003,4,2002-2005,That's worse than no food.,negative
48585,Friends,10,8,Chandler,HA HA! All you got was Monica's stinky Brussels sprouts!,1,male,48585,2003,8,2002-2005,HA HA! All you got was Monica's stinky Brussels sprouts!,negative
48587,Friends,10,8,Chandler,Please let me stay on this side of the door.,1,male,48587,2003,9,2002-2005,Please let me stay on this side of the door.,neutral
48588,Friends,10,8,Rachel,"Oh, I know... I still have my old key! (She goes in to get it and comes back with her keys We can just unlock the door.",2,female,48588,2003,26,2002-2005,"Oh, I know... I still have my old key! (She goes in to get it and comes back with her keys We can just unlock the door.",positive
48589,Friends,10,8,Phoebe,"Well, I don't know if that's such a good idea. They clearly don't want to be with us.",2,female,48589,2003,17,2002-2005,"Well, I don't know if that's such a good idea. They clearly don't want to be with us.",negative
48590,Friends,10,8,Rachel,"You know what? I don't want to be with them either, but it's Thanksgiving and we should not want to be together, together. (Goes to unlock the door ",2,female,48590,2003,27,2002-2005,"You know what? I don't want to be with them either, but it's Thanksgiving and we should not want to be together, together. (Goes to unlock the door ",negative
485911,Friends,10,8,Joey," to Ross Just get in there and make a face to face apology, you know? Look them in the eye. I know I can get them to forgive us.",1,male,48591,2003,28,2002-2005," to Ross Just get in there and make a face to face apology, you know? Look them in the eye. I know I can get them to forgive us.",neutral
