"","...1","Show","Season","Episode","Character","Line","Gender","Gender_label","Rownumber","Year","N_words","Year_groups"
"8397",129685,"Seinfeld","4","15","JERRY","Remember that guy who opened the restaurant across the street from the building last year and he wasn't doing so well and I told him he should make it into all Pakistani and that drove him right out of business? So, you uh, going with me to the auto show with me Saturday?",0,"male",12968,1993,52,"1989-1993"
"8398",129705,"Seinfeld","4","15","JERRY","Can you bring my mail then?",0,"male",12970,1993,5,"1989-1993"
"8399",129725,"Seinfeld","4","15","ELAINE","I picked up his mail while he was on the road",1,"female",12972,1993,10,"1989-1993"
"8400",129734,"Seinfeld","4","15","GEORGE","Why didn't Kramer pick it up?",0,"male",12973,1993,5,"1989-1993"
"8401",129745,"Seinfeld","4","15","JERRY","'Cause he's at that baseball fantasy camp in Florida.",0,"male",12974,1993,8,"1989-1993"
"8402",129754,"Seinfeld","4","15","GEORGE","Oh yeah, right. When's he coming back?",0,"male",12975,1993,6,"1989-1993"
"8403",129775,"Seinfeld","4","15","GEORGE","Kramer goes to a fantasy camp. His whole life is a fantasy camp. People should plunk down two-thousand dollars to live like him for a week. Do nothing, fall ass-backwards into money, mooch food off your neighbors and have sex without dating; that's a fantasy camp.",0,"male",12977,1993,45,"1989-1993"
"8404",129784,"Seinfeld","4","15","JERRY","Hey listen, if you're gonna go out with this lawyer, why don't you have dinner with us and then maybe you can go to the auto show with her if you want, you know, have a little company, take the pressure off.",0,"male",12978,1993,41,"1989-1993"
"8405",129795,"Seinfeld","4","15","JERRY","... he never heard of corduroy!",0,"male",12979,1993,5,"1989-1993"
"8406",129805,"Seinfeld","4","15","JERRY","He never heard of corduroy! True story, true story.",0,"male",12980,1993,8,"1989-1993"
"8407",129819,"Seinfeld","4","15","GEORGE","No, no I don't think so.",0,"male",12981,1993,5,"1989-1993"
"8408",129835,"Seinfeld","4","15","GEORGE","Well I think I'm better off going one-on-one.",0,"male",12983,1993,7,"1989-1993"
"8409",129845,"Seinfeld","4","15","JERRY","I don't know why you want to play man-to-man when you could play a zone.",0,"male",12984,1993,14,"1989-1993"
"8410",129855,"Seinfeld","4","15","GEORGE","She might not be comfortable.",0,"male",12985,1993,4,"1989-1993"
"8411",129865,"Seinfeld","4","15","ELAINE","Why? We're all very nice, we're very friendly.",1,"female",12986,1993,7,"1989-1993"
"8412",129885,"Seinfeld","4","15","GEORGE","No! No. It's not good, I don't think so.",0,"male",12988,1993,8,"1989-1993"
"8413",129895,"Seinfeld","4","15","ELAINE","Alright, well if you change your mind, we'll wind up as Isabella's probably around seven.",1,"female",12989,1993,14,"1989-1993"
"8414",129904,"Seinfeld","4","15","JERRY","No, no Isabella's, I don't want to go to Isabella's.",0,"male",12990,1993,9,"1989-1993"
"8415",129925,"Seinfeld","4","15","JERRY","No, it's too trendy, no Isabella's.",0,"male",12992,1993,5,"1989-1993"
"8416",129935,"Seinfeld","4","15","GEORGE","Excellent. Like I really know what I'm talking about.",0,"male",12993,1993,8,"1989-1993"
"8417",129945,"Seinfeld","4","15","GEORGE","Toasting makes me uncomfortable. But toast, I love. Never start the day without a good piece of toast. In fact, let's toast to toast.",0,"male",12994,1993,23,"1989-1993"
"8418",129965,"Seinfeld","4","15","GEORGE","What are you doing here? I thought you said you hated Isabella's?",0,"male",12996,1993,11,"1989-1993"
"8419",129975,"Seinfeld","4","15","ELAINE","No, I talked him into it.",1,"female",12997,1993,5,"1989-1993"
"8420",129985,"Seinfeld","4","15","GEORGE","What happened to the auto show?",0,"male",12998,1993,5,"1989-1993"
"8421",129995,"Seinfeld","4","15","JERRY","Oh, we're still going, we're still going. Elaine, do the spokes model.",0,"male",12999,1993,11,"1989-1993"
"8422",130005,"Seinfeld","4","15","ELAINE","The turbo quadramatic transmission offers you the power and prestige to propel you well into the 21st century.",1,"female",13000,1993,17,"1989-1993"
"8423",130019,"Seinfeld","4","15","GEORGE","Cheryl, Elaine, and uh, Jerry.",0,"male",13001,1993,4,"1989-1993"
"8424",130025,"Seinfeld","4","15","GEORGE","Oh no no no, they don't want to join us.",0,"male",13002,1993,9,"1989-1993"
"8425",130035,"Seinfeld","4","15","ELAINE","Ok, well why don't we just put these two tables together?",1,"female",13003,1993,10,"1989-1993"
"8426",130045,"Seinfeld","4","15","GEORGE","No, no, you can't do that, they're round, it makes an 'eight' and, yeah, well alright.",0,"male",13004,1993,15,"1989-1993"
"8427",130055,"Seinfeld","4","15","ELAINE","Jerry? Jerry, tell them that funny story you were telling me--",1,"female",13005,1993,10,"1989-1993"
"8428",130075,"Seinfeld","4","15","ELAINE","No George, it's so funny. We saw this cab driver's picture, right?",1,"female",13007,1993,11,"1989-1993"
"8429",130085,"Seinfeld","4","15","GEORGE","You know we should really order, the service is so slow here, by the time you get anything...",0,"male",13008,1993,17,"1989-1993"
"8430",130095,"Seinfeld","4","15","ELAINE","Oh, Cheryl, can I ask you a legal question? Um, I'm being sued.",1,"female",13009,1993,12,"1989-1993"
"8431",130109,"Seinfeld","4","15","ELAINE","Well, I ran out to apologize to a virgin and I crossed against the light and I knocked over the delivery boy.",1,"female",13010,1993,21,"1989-1993"
"8432",130165,"Seinfeld","4","15","ELAINE","Oh my god, I can't believe it! That is such a coincidence!",1,"female",13016,1993,11,"1989-1993"
"8433",130175,"Seinfeld","4","15","ELAINE","Wow, well, I guess you don't have any advice for me on how to win the case?",1,"female",13017,1993,16,"1989-1993"
"8434",130184,"Seinfeld","4","15","ELAINE","Tell Ping I said hello.",1,"female",13018,1993,4,"1989-1993"
"8435",130195,"Seinfeld","4","15","JERRY","Tell him you think you may have broken the case wide open.",0,"male",13019,1993,11,"1989-1993"
"8436",130218,"Seinfeld","4","15","GEORGE","This is not good. This is not good.",0,"male",13021,1993,7,"1989-1993"
"8437",130234,"Seinfeld","4","15","GEORGE","I just don't think it's such a great idea for you to sit here.",0,"male",13023,1993,13,"1989-1993"
"8438",130255,"Seinfeld","4","15","ELAINE","He thinks that if you're too funny, he might not look so funny.",1,"female",13025,1993,12,"1989-1993"
"8439",130285,"Seinfeld","4","15","JERRY","You're not worried about that?",0,"male",13028,1993,4,"1989-1993"
"8440",130305,"Seinfeld","4","15","JERRY","I mean, so what if I'm funny? Who cares?",0,"male",13030,1993,8,"1989-1993"
"8441",130319,"Seinfeld","4","15","ELAINE","He thinks that if a woman sees a guy put on a better show, she'll walk out on his show, go see the other show.",1,"female",13031,1993,24,"1989-1993"
"8442",130335,"Seinfeld","4","15","GEORGE","Maybe you don't have to be so funny. I mean, would it kill you not to be so funny all the time? That's all I'm asking. This woman thinks I'm very funny. Now you're gonna be funny, so what am I gonna be? I'm gonna be a short bald guy with glasses who suddenly doesn't seem so funny.",0,"male",13033,1993,57,"1989-1993"
"8443",130345,"Seinfeld","4","15","ELAINE","This is so ridiculous. Can we just go over there?",1,"female",13034,1993,9,"1989-1993"
"8444",130355,"Seinfeld","4","15","JERRY","I don't have to be funny, I don't care.",0,"male",13035,1993,8,"1989-1993"
"8445",130375,"Seinfeld","4","15","JERRY","No way! It's completely under my control.",0,"male",13037,1993,6,"1989-1993"
"8446",130385,"Seinfeld","4","15","ELAINE","No, it's not. You cannot not be funny.",1,"female",13038,1993,7,"1989-1993"
"8447",130395,"Seinfeld","4","15","JERRY","Of course I can, am I being funny now?",0,"male",13039,1993,8,"1989-1993"
"8448",130419,"Seinfeld","4","15","JERRY","Oh, this is funny? I'm being funny?",0,"male",13041,1993,6,"1989-1993"
"8449",130445,"Seinfeld","4","15","GEORGE","It's funny! and it wouldn't kill you to not be so funny either.",0,"male",13044,1993,12,"1989-1993"
"8450",130455,"Seinfeld","4","15","ELAINE","What? What did I do?",1,"female",13045,1993,4,"1989-1993"
"8451",130485,"Seinfeld","4","15","ELAINE","Well, nobody likes to get old, right?",1,"female",13048,1993,6,"1989-1993"
"8452",130495,"Seinfeld","4","15","JERRY","Well, birthdays are merely symbolic of how another year has gone by and how little we've grown. No matter how desperate we are that someday a better self will emerge, with each flicker of the candles on the cake, we know it's not to be, that for the rest of our sad, wretched pathetic lives, this is who we are to the bitter end. Inevitably, irrevocably; happy birthday? No such thing.",0,"male",13049,1993,70,"1989-1993"
"8453",130519,"Seinfeld","4","15","ELAINE","Here, take it. I was glad to get rid of it.",1,"female",13051,1993,10,"1989-1993"
"8454",130525,"Seinfeld","4","15","JERRY","Well thank you very much, it's about time.",0,"male",13052,1993,7,"1989-1993"
"8455",130535,"Seinfeld","4","15","ELAINE","Oh listen, guess what? Cheryl convinced Ping to drop the case against me.",1,"female",13053,1993,12,"1989-1993"
"8456",130545,"Seinfeld","4","15","JERRY","Drop the case? Well, congratulations, that'll save you some money.",0,"male",13054,1993,9,"1989-1993"
"8457",130555,"Seinfeld","4","15","ELAINE","Yeah, no kidding. That lawyer was gonna charge me a fortune.",1,"female",13055,1993,10,"1989-1993"
"8458",130565,"Seinfeld","4","15","JERRY","Oh great, a birth announcement from Arnie and Joy Harris.",0,"male",13056,1993,9,"1989-1993"
"8459",130575,"Seinfeld","4","15","JERRY","Hear that? Guess who's back. Hey!",0,"male",13057,1993,5,"1989-1993"
"8460",130595,"Seinfeld","4","15","JERRY","I thought you weren't coming back till Monday.",0,"male",13059,1993,7,"1989-1993"
"8461",130605,"Seinfeld","4","15","KRAMER","Well, the camp ended a few days early.",0,"male",13060,1993,7,"1989-1993"
"8462",130625,"Seinfeld","4","15","KRAMER","Uh, well there was an incident.",0,"male",13062,1993,5,"1989-1993"
"8463",130645,"Seinfeld","4","15","KRAMER","I punched Mickey Mantle in the mouth.",0,"male",13064,1993,6,"1989-1993"
"8464",130665,"Seinfeld","4","15","KRAMER","Yeah, I punched him and they took him to the hospital and then they canceled the rest of the week.",0,"male",13066,1993,19,"1989-1993"
"8465",130675,"Seinfeld","4","15","ELAINE","You punched who in the mouth?",1,"female",13067,1993,5,"1989-1993"
"8466",130705,"Seinfeld","4","15","KRAMER","Well, you know, we we're playing a game and, you know, I was pitching, and I was really throwing some smoke. And Joe Pepitone, he was up, and man that guy, you know, he was crowding the plate.",0,"male",13070,1993,37,"1989-1993"
"8467",130725,"Seinfeld","4","15","KRAMER","Yeah, well, Joe Pepitone or not, I own the inside of that plate. So I throw one, you know, inside, you know, a little chin music, put him right on his pants. 'Cause I gotta intimidate when I'm on the mound. Well the next pitch, he's right back in the same place. So, I had to plunk him.",0,"male",13072,1993,57,"1989-1993"
"8468",130745,"Seinfeld","4","15","KRAMER","Oh yeah. Well, he throws down his bat, he comes racing up to the mound. Next thing, both benches are cleared, you know? A brouhaha breaks out between the guys in the camp, you know, and the old Yankee players, and as I'm trying to get Moose Skowron off of one of my teammates, you know, somebody pulls me from behind, you know, and I turned around and I popped him. I looked down, and woah man, it's Mickey. I punched his lights out.",0,"male",13074,1993,83,"1989-1993"
"8469",130765,"Seinfeld","4","15","JERRY","What's going on out there?",0,"male",13076,1993,4,"1989-1993"
"8470",130775,"Seinfeld","4","15","JERRY","Babu? I'll be right back.",0,"male",13077,1993,4,"1989-1993"
"8471",130795,"Seinfeld","4","15","KRAMER","Then Hank Bauer, you know, he's screaming, `Mickey! Mickey! What have you done with Mickey? You killed Mickey!`",0,"male",13079,1993,17,"1989-1993"
"8472",130819,"Seinfeld","4","15","KRAMER","Well, I got the hell out of there.",0,"male",13081,1993,7,"1989-1993"
"8473",130835,"Seinfeld","4","15","JERRY","Yeah, the Immigration guy said his Visa was expired. Poor Babu, everything was going so well for him. He had an apartment, he had a job. What a shame.",0,"male",13083,1993,28,"1989-1993"
"8474",130845,"Seinfeld","4","15","JERRY","I will, Babu! I will help you, Babu, don't worry!",0,"male",13084,1993,9,"1989-1993"
"8475",130855,"Seinfeld","4","15","KRAMER","Then Hank Bauer, you know, he's chasing me around, he trips over third base and knocks over Clete Boyer.",0,"male",13085,1993,18,"1989-1993"
"8476",130905,"Seinfeld","4","15","JERRY","It's a letter from the Immigration Bureau, it's Babu's Visa renewal application form. They must have put it in my mailbox by mistake.",0,"male",13090,1993,22,"1989-1993"
"8477",130919,"Seinfeld","4","15","KRAMER","Well, doesn't he need that?",0,"male",13091,1993,4,"1989-1993"
"8478",130925,"Seinfeld","4","15","JERRY","If you had given me my mail last week when I got home, this whole thing never would have happened.",0,"male",13092,1993,19,"1989-1993"
"8479",130935,"Seinfeld","4","15","ELAINE","Well, you should have come to my house to pick it up.",1,"female",13093,1993,11,"1989-1993"
"8480",130945,"Seinfeld","4","15","JERRY","Yeah, so am I being funny now?",0,"male",13094,1993,6,"1989-1993"
"8481",130955,"Seinfeld","4","15","ELAINE","No, actually, you're not being funny now.",1,"female",13095,1993,6,"1989-1993"
"8482",130965,"Seinfeld","4","15","JERRY","See, I told you I wasn't funny all the time. Hey George, look, I'm not funny now.",0,"male",13096,1993,16,"1989-1993"
"8483",130975,"Seinfeld","4","15","GEORGE","No, and you weren't funny last night either. In fact, you got us both so depressed, she asked me to drive her home after dinner.",0,"male",13097,1993,24,"1989-1993"
"8484",130985,"Seinfeld","4","15","JERRY","Oh look, I need to get in touch with Cheryl. Babu needs a lawyer, his Visa's expired.",0,"male",13098,1993,16,"1989-1993"
"8485",130995,"Seinfeld","4","15","GEORGE","What do you need her for? There's a million lawyers.",0,"male",13099,1993,9,"1989-1993"
"8486",131009,"Seinfeld","4","15","JERRY","Yeah, but you said this is one of the things that her firm does.",0,"male",13100,1993,13,"1989-1993"
"8487",131019,"Seinfeld","4","15","GEORGE","Alright, alright, but no funny business, same deal as last night.",0,"male",13101,1993,10,"1989-1993"
"8488",131025,"Seinfeld","4","15","JERRY","Ah, will you stop it already?",0,"male",13102,1993,5,"1989-1993"
"8489",131044,"Seinfeld","4","15","JERRY","How long is this gonna go on?",0,"male",13104,1993,6,"1989-1993"
"8490",131065,"Seinfeld","4","15","JERRY","Well, when is that gonna be?",0,"male",13106,1993,5,"1989-1993"
"8491",131085,"Seinfeld","4","15","JERRY","Consummation? I don't think you have enough material.",0,"male",13108,1993,7,"1989-1993"
"8492",131095,"Seinfeld","4","15","JERRY","That's wonderful news. Thank you.",0,"male",13109,1993,4,"1989-1993"
"8493",131109,"Seinfeld","4","15","JERRY","Well, with so many people in the world deprived and unhappy, it doesn't seem like it would be fair to be cheerful.",0,"male",13110,1993,21,"1989-1993"
"8494",131125,"Seinfeld","4","15","JERRY","Not really. Sometimes, when I'm in the tub.",0,"male",13112,1993,7,"1989-1993"
"8495",131135,"Seinfeld","4","15","JERRY","I'm a comedian. Oh, let me get that. You've been so helpful.",0,"male",13113,1993,11,"1989-1993"
"8496",131145,"Seinfeld","4","15","ELAINE","Hey, we're gonna go see Babu now, right?",1,"female",13114,1993,7,"1989-1993"
"8497",131155,"Seinfeld","4","15","JERRY","Yeah, I'll just pay for this.",0,"male",13115,1993,5,"1989-1993"
"8498",131165,"Seinfeld","4","15","ELAINE","Oh, I'm just gonna go say hi to Cheryl. Hi.",1,"female",13116,1993,9,"1989-1993"
"8499",131175,"Seinfeld","4","15","ELAINE","Listen, gosh, I wanted to thank you so much for convincing Ping to drop the case.",1,"female",13117,1993,15,"1989-1993"
"8500",131235,"Seinfeld","4","15","JERRY","We do what we can.",0,"male",13123,1993,4,"1989-1993"
"8501",131245,"Seinfeld","4","15","ELAINE","We do what we can.",1,"female",13124,1993,4,"1989-1993"
"8502",131255,"Seinfeld","4","15","JERRY","Yes, well, see, here's the thing, Babu. Um, what happened was I was away for a couple of weeks doing some comedy shows.",0,"male",13125,1993,22,"1989-1993"
"8503",131265,"Seinfeld","4","15","JERRY","Well, Elaine here was picking up my mail while I was away, because you know that little box can get very full.",0,"male",13126,1993,21,"1989-1993"
"8504",131275,"Seinfeld","4","15","JERRY","Oh, I don't want to bother you.",0,"male",13127,1993,6,"1989-1993"
"8505",131285,"Seinfeld","4","15","JERRY","So yesterday, after they took you away, I looked in my mail and I noticed that the mailman accidentally put your Visa renewal in my mail box.",0,"male",13128,1993,26,"1989-1993"
"8506",131295,"Seinfeld","4","15","JERRY","You see, I've been home for a week and Elaine didn't give me my mail until yesterday, even though I asked her repeatedly for it.",0,"male",13129,1993,24,"1989-1993"
"8507",131305,"Seinfeld","4","15","ELAINE","Yeah, but Babu, he could have come to my house to pick it up.",1,"female",13130,1993,13,"1989-1993"
"8508",131345,"Seinfeld","4","15","JERRY","Babu, I'm gonna fix everything! I have a lawyer who knows someone in the Immigration Department, they're gonna straighten the whole thing out, the wheels are in motion, things are happening even as we speak!",0,"male",13134,1993,34,"1989-1993"
"8509",131355,"Seinfeld","4","15","JERRY","The wheels are in motion, things are happening!",0,"male",13135,1993,7,"1989-1993"
"8510",131375,"Seinfeld","4","15","GEORGE","You think the person you were talking to is him? That's not even close to him. He's funny, Jerry's funny.",0,"male",13137,1993,19,"1989-1993"
"8511",131385,"Seinfeld","4","15","GEORGE","He can't not be funny.",0,"male",13138,1993,4,"1989-1993"
"8512",131395,"Seinfeld","4","15","GEORGE","Dark and disturbed? His whole life revolves around Superman and cereal. I convinced him to act like that so that you would think I was funnier. That's how disturbed I am! If you want disturbed, that's disturbed. You can't find sickness like that anywhere, you think sickness like that grows on trees? Nobody is sicker than me, nobody. He's pretending, I'm the genuine article.",0,"male",13139,1993,63,"1989-1993"
"8513",131405,"Seinfeld","4","15","GEORGE","Yes! And I put him up to it, because I'm sick! I'm the one that needs help.",0,"male",13140,1993,16,"1989-1993"
"8514",131419,"Seinfeld","4","15","GEORGE","Well, should I call you later?",0,"male",13141,1993,5,"1989-1993"
"8515",131425,"Seinfeld","4","15","GEORGE","But, but I'm disturbed! I'm depressed! I'm inadequate! I got it all!!",0,"male",13142,1993,11,"1989-1993"
"8516",131435,"Seinfeld","4","15","ELAINE","So, what's up with Babu? How come he's not back?",1,"female",13143,1993,9,"1989-1993"
"8517",131445,"Seinfeld","4","15","JERRY","I don't know, I don't understand it. Cheryl was supposed to take care",0,"male",13144,1993,12,"1989-1993"
"8518",131505,"Seinfeld","4","15","JERRY","I'm sure the lawyer did everything they could.",0,"male",13150,1993,7,"1989-1993"
"8519",131525,"Seinfeld","4","15","JERRY","Hey, what happened? I thought Cheryl was gonna help Babu get his Visa.",0,"male",13152,1993,12,"1989-1993"
"8520",131585,"Seinfeld","4","15","JERRY","What do you mean, oh boy?",0,"male",13158,1993,5,"1989-1993"
"8521",131595,"Seinfeld","4","15","GEORGE","Well, last night she told me that she liked you. Not you, the disturbed you, so I had to tell her the truth.",0,"male",13159,1993,22,"1989-1993"
"8522",131605,"Seinfeld","4","15","JERRY","Told her the truth? Well, you got Babu deported.",0,"male",13160,1993,8,"1989-1993"
"8523",131619,"Seinfeld","4","15","GEORGE","What do you mean, I got? You didn't give him his Visa application.",0,"male",13161,1993,12,"1989-1993"
"8524",131625,"Seinfeld","4","15","JERRY","That's because she had my mail.",0,"male",13162,1993,5,"1989-1993"
"8525",131635,"Seinfeld","4","15","ELAINE","Yeah, well I wouldn't have had to get your mail if he hadn't gone to that fantasy camp.",1,"female",13163,1993,17,"1989-1993"
"8526",131645,"Seinfeld","4","15","KRAMER","Well, I just came back from Mickey Mantle's restaurant.",0,"male",13164,1993,8,"1989-1993"
"8527",131655,"Seinfeld","4","15","JERRY","How could you go in there?",0,"male",13165,1993,5,"1989-1993"
"8528",131664,"Seinfeld","4","15","KRAMER","Well, I had to. I had to apologize. I mean, I punched Mickey Mantle, my idol. It was eating me up inside!",0,"male",13166,1993,21,"1989-1993"
"8529",131685,"Seinfeld","4","15","KRAMER","I got down in my knees and went, `Go ahead, Mickey. Hit me. I'm begging you, Mickey, please hit me. C'mon, hit me. I love you, Mickey, I love you!`",0,"male",13168,1993,29,"1989-1993"
"8530",131695,"Seinfeld","4","15","ELAINE","So, what did he do?",1,"female",13169,1993,4,"1989-1993"
"8531",131705,"Seinfeld","4","15","KRAMER","Well, the four of them, they picked me up by my pants and they threw me outside, right into a horse.",0,"male",13170,1993,20,"1989-1993"
"8532",131718,"Seinfeld","4","15","KRAMER","Yeah? It's my Chinese food.",0,"male",13171,1993,4,"1989-1993"
"8533",131725,"Seinfeld","4","15","ELAINE","Oh! Ping! Hi! Listen, thank you so much for dropping that lawsuit against me.",1,"female",13172,1993,13,"1989-1993"
"8534",131755,"Seinfeld","4","16","GEORGE","Wait a second, wait a second... and then the butler says, `I'm not cleanin' it up! I'm sick of cleaning!`",0,"male",13175,1993,19,"1989-1993"
"8535",131765,"Seinfeld","4","16","JERRY","That's funny, that's funny! `I'm sick of cleaning.` That's very funny.",0,"male",13176,1993,10,"1989-1993"
"8536",131775,"Seinfeld","4","16","GEORGE","I'll tell you something, I've never seen a pilot script as funny as this!",0,"male",13177,1993,13,"1989-1993"
"8537",131795,"Seinfeld","4","16","GEORGE","I mean, how funny is this?",0,"male",13179,1993,5,"1989-1993"
"8538",131819,"Seinfeld","4","16","GEORGE","I mean, we're not stupid, right? We know when something's funny!",0,"male",13181,1993,10,"1989-1993"
"8539",131825,"Seinfeld","4","16","JERRY","It cannot not be funny! Now come on, let's stay with it, we gotta finish this today.",0,"male",13182,1993,16,"1989-1993"
"8540",131835,"Seinfeld","4","16","GEORGE","Okay. Hey, you know what, maybe I should give it to my therapist to read. She's smart, I trust her.",0,"male",13183,1993,19,"1989-1993"
"8541",131845,"Seinfeld","4","16","JERRY","Yeah, maybe I'll give it to Elaine.",0,"male",13184,1993,6,"1989-1993"
"8542",131855,"Seinfeld","4","16","GEORGE","Hey, you know, we haven't brought the Elaine character into the show yet. Umm, We should try and get her into this scene.",0,"male",13185,1993,22,"1989-1993"
"8543",131865,"Seinfeld","4","16","JERRY","Right, right. Okay. Elaine enters.",0,"male",13186,1993,4,"1989-1993"
"8544",131885,"Seinfeld","4","16","JERRY","What does she say... ?",0,"male",13188,1993,4,"1989-1993"
"8545",131895,"Seinfeld","4","16","GEORGE","I don't know, what do women say?",0,"male",13189,1993,6,"1989-1993"
"8546",131919,"Seinfeld","4","16","GEORGE","I don't even know what they think. That's why I'm in therapy.",0,"male",13191,1993,11,"1989-1993"
"8547",131925,"Seinfeld","4","16","JERRY","You know, if we bring Elaine in, it's going to be so many people to keep track of. It's gonna be too hard, I'll forget where everybody's standing, you, me, Kramer, the butler, it's too much.",0,"male",13192,1993,35,"1989-1993"
"8548",131985,"Seinfeld","4","16","KRAMER","You are never gonna believe who I just ran into today.",0,"male",13198,1993,10,"1989-1993"
"8549",132005,"Seinfeld","4","16","KRAMER","Your old flame. Gail Cunningham.",0,"male",13200,1993,4,"1989-1993"
"8550",132019,"Seinfeld","4","16","JERRY","Did you talk to her?",0,"male",13201,1993,4,"1989-1993"
"8551",132025,"Seinfeld","4","16","KRAMER","Well, I was on my way to the Y, and I saw her coming towards me? I didn't know what to do! Because I remembered you had three dates with her and she wouldn't kiss you goodnight. So now I'm thinking you know, what is my duty to my friend? Do I acknowledge her? Do I you know ignore her? I mean, what is my responsibility here?",0,"male",13202,1993,66,"1989-1993"
"8552",132045,"Seinfeld","4","16","KRAMER","Yeah, yeah, so she sees me and she goes, `Oh, hi! Kramer!` You know? Like nothing happened! Like she never you know went three dates with you and refused to kiss you goodnight.",0,"male",13204,1993,32,"1989-1993"
"8553",132055,"Seinfeld","4","16","JERRY","Yeah, I know about the three dates.",0,"male",13205,1993,6,"1989-1993"
"8554",132065,"Seinfeld","4","16","KRAMER","You know what I did? I snubbed her.",0,"male",13206,1993,7,"1989-1993"
"8555",132075,"Seinfeld","4","16","JERRY","What do you mean, you snubbed her?",0,"male",13207,1993,6,"1989-1993"
"8556",132085,"Seinfeld","4","16","KRAMER","I walked right by her - bffffft - never said a word.",0,"male",13208,1993,11,"1989-1993"
"8557",132119,"Seinfeld","4","16","JERRY","What you do say about a guy like this, huh! You are some great friend, I tell ya, snubbed her! Not that I condone it. I've never condoned snubbing in my administration. But your loyalty is beyond question.",0,"male",13211,1993,37,"1989-1993"
"8558",132125,"Seinfeld","4","16","KRAMER","Yeah. Well, you know, she was lucky I was in a good mood - coulda been a lot worse.",0,"male",13212,1993,18,"1989-1993"
"8559",132135,"Seinfeld","4","16","ELAINE","I'm not even in here!",1,"female",13213,1993,4,"1989-1993"
"8560",132155,"Seinfeld","4","16","ELAINE","Well, I thought there was going to be a character named Elaine Benes.",1,"female",13215,1993,12,"1989-1993"
"8561",132165,"Seinfeld","4","16","JERRY","Well, there we're too many people in the room, we couldn't keep track of everybody. George, and the butler, and...",0,"male",13216,1993,19,"1989-1993"
"8562",132174,"Seinfeld","4","16","ELAINE","You couldn't `keep track` of everybody?",1,"female",13217,1993,5,"1989-1993"
"8563",132185,"Seinfeld","4","16","JERRY","Well, we tried. We couldn't. We didn't know how to, uh... ... we couldn't write for a woman. We didn't know what you would say. Even right now, I'm sitting here, I know you're going to say something, I have no idea what it is.",0,"male",13218,1993,44,"1989-1993"
"8564",132255,"Seinfeld","4","16","JERRY","Nothing. Hey, where you goin' with that? Gimme that.",0,"male",13225,1993,8,"1989-1993"
"8565",132265,"Seinfeld","4","16","ELAINE","I thought you were finished.",1,"female",13226,1993,4,"1989-1993"
"8566",132275,"Seinfeld","4","16","JERRY","I took two bites, how am I finished? Plus you're coming down with something? You want me to get sick? Bite?",0,"male",13227,1993,20,"1989-1993"
"8567",132285,"Seinfeld","4","16","JERRY","I don't know. Once he leaves the building, he's out of my jurisdiction.",0,"male",13228,1993,12,"1989-1993"
"8568",132294,"Seinfeld","4","16","JERRY","Alright. So, where ya cookin' now?",0,"male",13229,1993,5,"1989-1993"
"8569",132305,"Seinfeld","4","16","JERRY","Ah, the power lunch crowd.",0,"male",13230,1993,4,"1989-1993"
"8570",132345,"Seinfeld","4","16","JERRY","Would you care to join us?",0,"male",13234,1993,5,"1989-1993"
"8571",132365,"Seinfeld","4","16","ELAINE","`Oh, look at you, the Botticelli's.`",1,"female",13236,1993,5,"1989-1993"
"8572",132385,"Seinfeld","4","16","ELAINE","Yes, it bothered me. So I bought a pair of shoes at Botticelli's, I'm not allowed to shop there? That really embarrassed me.",1,"female",13238,1993,22,"1989-1993"
"8573",132405,"Seinfeld","4","16","ELAINE","Yes! Couldn't you see that?",1,"female",13240,1993,4,"1989-1993"
"8574",132419,"Seinfeld","4","16","JERRY","No. This is why you're not in the pilot.",0,"male",13241,1993,8,"1989-1993"
"8575",132425,"Seinfeld","4","16","GEORGE","Yeah, I feel like I've grown.",0,"male",13242,1993,5,"1989-1993"
"8576",132435,"Seinfeld","4","16","GEORGE","Great. Oh, by the way, did you get a chance to read the script?",0,"male",13243,1993,13,"1989-1993"
"8577",132465,"Seinfeld","4","16","GEORGE","I can't believe this! What was wrong with it? What didn't you like about it?",0,"male",13246,1993,14,"1989-1993"
"8578",132475,"Seinfeld","4","16","GEORGE","It wasn't funny? What, are you kidding?",0,"male",13247,1993,6,"1989-1993"
"8579",132484,"Seinfeld","4","16","GEORGE","You didn't find it funny?! This is what I'm paying for?",0,"male",13248,1993,10,"1989-1993"
"8580",132495,"Seinfeld","4","16","GEORGE","Let me tell you who did, uh, buy it... um we pitched this story to Russell Dalrymple, the president of NBC, and he ate it up with a spoon.",0,"male",13249,1993,28,"1989-1993"
"8581",132505,"Seinfeld","4","16","GEORGE","How's this for criticism? Um... you stink. How do like that criticism? You know what's funny to me? That diploma up on the wall. That is my idea of `com-med-dee`! You sitting here, telling people what to do.",0,"male",13250,1993,37,"1989-1993"
"8582",132519,"Seinfeld","4","16","GEORGE","Oh, I'm goin' baby. I'm goin.' It's Jerry's fault. He took out all my good lines. He's such a control freak!",0,"male",13251,1993,20,"1989-1993"
"8583",132525,"Seinfeld","4","16","GEORGE","So, you send me to this therapist to help me with my emotional disorders, and she criticizes our script. What kind of a therapist is that?",0,"male",13252,1993,25,"1989-1993"
"8584",132535,"Seinfeld","4","16","ELAINE","I guess she didn't think it was funny.",1,"female",13253,1993,7,"1989-1993"
